star_name,ra,dec,ra_J2016,dec_J2016,tic_id,gaia_dr2_id,gaia_dr3_id,hip_name,tm_name,tyc_name,wds_designation,simbad_name,source_list_fl,sy_pmra,sy_pmraerr,sy_pmdec,sy_pmdecerr,sy_pmsrc,sy_pm_reflink,sy_ujmag,sy_ujmagerr,sy_ujmagsrc,sy_ujmag_reflink,sy_bmag,sy_bmagerr,sy_bmagsrc,sy_bmag_reflink,sy_vmag,sy_vmagerr,sy_vmagsrc,sy_vmag_reflink,sy_rcmag,sy_rcmagerr,sy_rcmagsrc,sy_rcmag_reflink,sy_icmag,sy_icmagerr,sy_icmagsrc,sy_icmag_reflink,sy_jmag,sy_jmagerr,sy_jmagsrc,sy_jmag_reflink,sy_hmag,sy_hmagerr,sy_hmagsrc,sy_hmag_reflink,sy_kmag,sy_kmagmerr,sy_kmagsrc,sy_kmag_reflink,sy_tmag,sy_tmagerr,sy_gaiamag,sy_gaiamagerr,sy_gaiamagsrc,sy_gaiamag_reflink,sy_bpmag,sy_bpmagerr,sy_rpmag,sy_rpmagerr,sy_plx,sy_plxerr,sy_plxsrc,sy_plx_reflink,sy_dist,sy_disterr,sy_distsrc,sy_dist_reflink,ambiguous_dist_fl,st_spectype,st_spectype_reflink,dwarf_fl,st_teff,st_tefferr,st_teffsrc,st_teff_reflink,st_logg,st_loggerr,st_loggsrc,st_logg_reflink,st_loggspec,st_loggspecerr,st_loggspecsrc,st_loggspec_reflink,st_met,st_meterr,st_metsrc,st_met_reflink,st_lum,st_lumerr,st_lumsrc,st_lum_reflink,st_rad,st_raderr,st_radsrc,st_rad_reflink,st_mass,st_masserr,st_masssrc,st_mass_reflink,uncertain_M_flag,st_age,st_ageerr,st_agesrc,st_age_reflink,contaminant_fl,brightest_sep,brightest_Gmag,brightest_id,nearest_sep,nearest_Gmag,nearest_id,known_binary_fl,gaia_binary_fl,wds_comp,wds_sep,wds_deltamag,GCNS_companion,GCNS_sep,GCNS_mag_diff,sy_planets_flag,hostname
GAIA DR3 422886126401496064,"2,8381553","58,3499178","2,840141738","58,35001365",327000122,"4,22886E+17","4,22886E+17",916,2MASS J00112111+5820596,3664-1579-1,null,Ross  310,gaia dr3,"234,5200651","0,474417299","21,57864237","0,4935850203",GaiaDR3,2023A&A...674A...1G,null,null,null,null,null,null,null,null,null,null,null,null,"8,7",null,Simbad 2003AJ....125..984M,2003AJ....125..984M,null,null,null,null,"7,189","0,02",GCNS,2021A&A...649A...6G,"6,593","0,02",GCNS,2021A&A...649A...6G,"6,474","0,016",GCNS,2021A&A...649A...6G,"8,272817821",null,"9,011538506","0,002764308405",gaia_dr3,2023A&A...674A...1G,"9,707831383","0,002908077888","8,199861526","0,003814322678","32,88922061","0,4961889982",GaiaDR3,2023A&A...674A...1G,"30,3791008","0,4771556854",bj2021,2021AJ....161..147B,0,K7,1984AJ.....89..702L,0,4030,4,gspspec,2023A&A...674A...1G,"4,166258383","0,06253340114",calculated_from_M_and_R,Calculated Value,"4,539999962","0,02499985695",gspspec,2023A&A...674A...1G,"0,05999999866","0,009999999776",gspspec [M/H],2023A&A...674A...1G,"-0,5529182174","0,03388315852",calc_from_gaia,Calculated Value,"1,085384072","0,04239499805",calc_from_L_and_Teff,Calculated Value,"0,6300247979","0,07620429795",TIC_teff_mass_relation,Calculated Value,1,null,null,null,null,null,"7,750143","20,473478","4,22886E+17","7,750143","20,473478","4,22886E+17",0,1,null,null,null,null,null,null,0,null
GAIA DR3 437576632532289536,"43,9321056","47,7798863","43,93260453","47,77956092",null,"4,37577E+17","4,37577E+17",null,2MASS J02554358+4746476,null,WDS J02557+4746A,RX J0255.7+4746A,gaia dr3,"75,42529442","0,01971543394","-73,22468675","0,01983179152",GaiaDR3,2023A&A...674A...1G,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"7,884","0,026",GCNS,2021A&A...649A...6G,"7,327","0,02",GCNS,2021A&A...649A...6G,"7,206","0,024",GCNS,2021A&A...649A...6G,"9,533498091",null,"10,22907162","0,003002290355",gaia_dr3,2023A&A...674A...1G,"10,77424622","0,00739088522","9,372097015","0,02848697741","19,99371424","0,0191837959",GaiaDR3,2023A&A...674A...1G,"49,95204163","0,04710960388",bj2021,2021AJ....161..147B,0,null,null,0,"4508,311035","2,891845703",gspphot,2023A&A...674A...1G,"4,587647403","0,0496088927",calculated_from_M_and_R,Calculated Value,"4,590899944","0,001700162888",gspphot,2023A&A...674A...1G,"0,1339000016","0,01140000299",gspphot [M/H],2023A&A...674A...1G,"-0,7284764632","0,01165857082",gaia_dr3_flame,2023A&A...674A...1G,"0,7085763798","0,009554156877",calc_from_L_and_Teff,Calculated Value,"0,7085216387","0,07864579289",TIC_teff_mass_relation,Calculated Value,1,null,null,null,null,null,"2,010086","10,441541","4,37577E+17","2,010086","10,441541","4,37577E+17",1,1,A,2,"0,1",null,null,null,0,null
GAIA DR3 437576632532294272,"43,9312081","47,7799173","43,93177364","47,77956391",null,"4,37577E+17","4,37577E+17",null,2MASS J02554358+4746476,null,WDS J02557+4746B,RX J0255.7+4746B,gaia dr3,"85,5034179","0,02169199474","-79,52612509","0,02231726609",GaiaDR3,2023A&A...674A...1G,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"7,884","0,026",GCNS,2021A&A...649A...6G,"7,327","0,02",GCNS,2021A&A...649A...6G,"7,206","0,024",GCNS,2021A&A...649A...6G,"9,706504081",null,"10,44154072","0,003087340662",gaia_dr3,2023A&A...674A...1G,"11,00694275","0,01342603916","9,508152008","0,06542982973","19,97418418","0,02083640546",GaiaDR3,2023A&A...674A...1G,"49,98376846","0,05681037903",bj2021,2021AJ....161..147B,0,null,null,0,"4329,089226",70,using_TIC_relation,Calculated Value,"4,534593269","0,06964874968",calculated_from_M_and_R,Calculated Value,null,null,null,null,null,null,null,null,"-0,7659194662","0,04032590923",calc_from_gaia,Calculated Value,"0,7360373239","0,04164497203",calc_from_L_and_Teff,Calculated Value,"0,6765895989","0,07688767402",TIC_teff_mass_relation,Calculated Value,1,null,null,null,null,null,"2,010086","10,229072","4,37577E+17","2,010086","10,229072","4,37577E+17",1,1,B,2,"-0,1",null,null,null,0,null
GAIA DR3 445496036835235712,"58,2147696","55,9282224","58,21589434","55,92717058",86999051,"4,45496E+17","4,45496E+17",null,2MASS J03525152+5555417,null,null,G 175-9,gaia dr3,"141,7713392","0,2859542072","-236,666183","0,2575200796",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"14,09",null,Simbad 2001KFNT...17e.409K,2001KFNT...17e.409K,null,null,null,null,"12,148","0,06",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,null,null,null,null,"9,418","0,022",GCNS,2021A&A...649A...6G,"8,731","0,02",GCNS,2021A&A...649A...6G,"8,532","0,016",GCNS,2021A&A...649A...6G,"10,76451582",null,"11,70014763","0,002775676886",gaia_dr3,2023A&A...674A...1G,"12,73192501","0,002896889823","10,68759441","0,00381427207","20,93215482","0,2731298804",GaiaDR3,2023A&A...674A...1G,"47,83005524","0,6751232147",bj2021,2021AJ....161..147B,0,null,null,0,3908,"49,5",gspspec,2023A&A...674A...1G,"4,736137126","0,08030743991",calculated_from_M_and_R,Calculated Value,"5,010000229","0,06500005722",gspspec,2023A&A...674A...1G,"-0,05999999866","0,1349999961",gspspec [M/H],2023A&A...674A...1G,"-1,198414777","0,05205653843",calc_from_gaia,Calculated Value,"0,5489542432","0,0357184255",calc_from_L_and_Teff,Calculated Value,"0,598607","0,078641",Kordopatis2023,2023A&A...669A.104K,0,"1,453912","2,276345",Kordopatis2023,2023A&A...669A.104K,null,"8,029848","19,510218","4,45496E+17","8,029848","19,510218","4,45496E+17",0,1,null,null,null,null,null,null,0,null
GAIA DR3 462116284659917184,"48,6365004","59,437885","48,63819375","59,43717603",null,"4,62116E+17","4,62116E+17",null,2MASS J03143273+5926160,null,null,Ross  369A,gaia dr3,"193,7288032","0,1128977984","-159,5165397","0,1344655752",GaiaDR3,2023A&A...674A...1G,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"8,448","0,021",GCNS,2021A&A...649A...6G,"7,844","0,024",GCNS,2021A&A...649A...6G,"7,608","0,027",GCNS,2021A&A...649A...6G,"10,51072244",null,"11,57122612","0,002941073104",gaia_dr3,2023A&A...674A...1G,"12,45974731","0,005516715607","10,0165472","0,005931968094","36,82278637","0,1264285594",GaiaDR3,2023A&A...674A...1G,"27,1359272","0,08747386932",bj2021,2021AJ....161..147B,0,null,null,0,"3562,076154",70,using_TIC_relation,Calculated Value,"4,824783334","0,1071312079",calculated_from_M_and_R,Calculated Value,null,null,null,null,null,null,null,null,"-1,53397195","0,07926362754",calc_from_gaia,Calculated Value,"0,4490144008","0,0446138424",calc_from_L_and_Teff,Calculated Value,"0,4911749917","0,07178746929",TIC_teff_mass_relation,Calculated Value,1,null,null,null,null,null,"0,774749","12,235806","4,62116E+17","0,774749","12,235806","4,62116E+17",0,0,null,null,null,null,null,null,0,null
GAIA DR3 476899841267393024,"65,216738","64,1579024","65,21723369","64,15789111",85034439,"4,769E+17","4,769E+17",null,2MASS J04205201+6409286,4073-807-1,null,TYC 4073-807-1,gaia dr3,"48,61771656","0,286150068","-2,536760216","0,3335128725",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"13,04","0,31",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,"11,47","0,11",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,null,null,null,null,null,null,null,null,"8,184","0,02",GCNS,2021A&A...649A...6G,"7,543","0,016",GCNS,2021A&A...649A...6G,"7,338","0,018",GCNS,2021A&A...649A...6G,"9,603738067",null,"10,55702019","0,002769591713",gaia_dr3,2023A&A...674A...1G,"11,62095737","0,002843744983","9,523460388","0,003789136888","30,05634421","0,367560178",GaiaDR3,2023A&A...674A...1G,"33,23495483","0,4386901855",bj2021,2021AJ....161..147B,0,null,null,0,3915,13,gspspec,2023A&A...674A...1G,"4,498595386","0,0345360712",calculated_from_M_and_R,Calculated Value,"5,019999981","0,01499986649",gspspec,2023A&A...674A...1G,"-0,05000000075","0,01499999966",gspspec [M/H],2023A&A...674A...1G,"-0,9218879558","0,0211078183",gaia_dr3_flame,2023A&A...674A...1G,"0,7520472615","0,01894586678",calc_from_L_and_Teff,Calculated Value,"0,6501566768","0,04000002146",gaia_dr3_flame,2023A&A...674A...1G,0,"13,4758606","1,831418037",gaia_dr3_flame,2023A&A...674A...1G,null,"9,280628","20,199955","4,769E+17","9,280628","20,199955","4,769E+17",0,0,null,null,null,null,null,null,0,null
GAIA DR3 489325074278151680,"64,8602139","66,1407612","64,85975671","66,1407519",280808645,"4,89325E+17","4,89325E+17",null,2MASS J04192642+6608267,null,null,PM J04194+6608,gaia dr3,"-41,60927391","0,08541965485","-2,08739737","0,1321324855",GaiaDR3,2023A&A...674A...1G,null,null,null,null,null,null,null,null,"12,528","0,05",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,"12,152","0,04",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,null,null,null,null,"9,207","0,023",GCNS,2021A&A...649A...6G,"8,502","0,023",GCNS,2021A&A...649A...6G,"8,312","0,023",GCNS,2021A&A...649A...6G,"10,80555672",null,"11,79681206","0,002838189159",gaia_dr3,2023A&A...674A...1G,"12,8058157","0,003154974272","10,5905447","0,003881533854","23,50079084","0,1477680355",GaiaDR3,2023A&A...674A...1G,"42,55747223","0,3238964081",bj2021,2021AJ....161..147B,0,null,null,0,3533,"10,5",gspspec,2023A&A...674A...1G,"4,573126798","0,07128145932",calculated_from_M_and_R,Calculated Value,"4,820000172","0,2250001431",gspspec,2023A&A...674A...1G,"-0,02999999933","0,04499999899",gspspec [M/H],2023A&A...674A...1G,"-1,223746105","0,0654904452",calc_from_gaia,Calculated Value,"0,652367501","0,04934024416",calc_from_L_and_Teff,Calculated Value,"0,580823","0,037",Kordopatis2023,2023A&A...669A.104K,0,"10,354105","2,578536",Kordopatis2023,2023A&A...669A.104K,null,null,null,null,null,null,null,0,0,null,null,null,null,null,null,0,null
GAIA DR3 502314915103799424,"78,3170837","73,4911841","78,31590607","73,49135207",140932577,"5,02315E+17","5,02315E+17",24329,2MASS J05131611+7329282,4355-1201-1,null,BD+73   275,gaia dr3,"-75,29178536","0,2441918105","37,78910843","0,2821499407",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"9,74","0,02",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,"8,98","0,01",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,null,null,null,null,null,null,null,null,"7,531","0,018",GCNS,2021A&A...649A...6G,"7,163","0,021",GCNS,2021A&A...649A...6G,"7,094","0,016",GCNS,2021A&A...649A...6G,"8,282178826",null,"8,777135849","0,002759452032",gaia_dr3,2023A&A...674A...1G,"9,166306496","0,002806489396","8,213923454","0,003782521937","21,8222978","0,3062745929",GaiaDR3,2023A&A...674A...1G,"45,90459061","0,6272659302",bj2021,2021AJ....161..147B,0,G5,,0,5260,50,Pastel,2022A&A...663A...4S,"4,428675163","0,04050209551",calculated_from_M_and_R,Calculated Value,"4,43","0,1",Pastel,2022A&A...663A...4S,"-0,42","0,05",Pastel,2022A&A...663A...4S,"-0,2926543863","0,03643429011",calc_from_gaia,Calculated Value,"0,8597139294","0,03959302049",calc_from_L_and_Teff,Calculated Value,"0,723295","0,01057",Kordopatis2023,2023A&A...669A.104K,0,"13,489619","0,36409",Kordopatis2023,2023A&A...669A.104K,null,null,null,null,null,null,null,0,1,null,null,null,null,null,null,0,null
GAIA DR3 522918899717873536,"15,2053979","62,6897176","15,20453261","62,68986817",256197147,"5,22919E+17","5,22919E+17",null,2MASS J01004928+6241229,null,null,PM J01008+6241,gaia dr3,"-89,32227876","0,06722956896","33,88513598","0,07480512559",GaiaDR3,2023A&A...674A...1G,null,null,null,null,null,null,null,null,"12,692","0,03",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,"12,245","0,08",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,null,null,null,null,"9,574","0,021",GCNS,2021A&A...649A...6G,"8,996","0,021",GCNS,2021A&A...649A...6G,"8,789","0,02",GCNS,2021A&A...649A...6G,"11,01011658",null,"11,95485497","0,00283402844",gaia_dr3,2023A&A...674A...1G,"12,96193504","0,002882232575","10,89029408","0,003797606832","29,05688703","0,07914384454",GaiaDR3,2023A&A...674A...1G,"34,40110779","0,08708572388",bj2021,2021AJ....161..147B,0,null,null,0,3518,"37,5",gspspec,2023A&A...674A...1G,"4,673059213","0,1411178563",calculated_from_M_and_R,Calculated Value,"4,369999886","0,0649998188",gspspec,2023A&A...674A...1G,"-0,8700000048","0,07000002265",gspspec [M/H],2023A&A...674A...1G,"-1,466745043","0,06893273629",calc_from_gaia,Calculated Value,"0,4973801549","0,04087237418",calc_from_L_and_Teff,Calculated Value,"0,42498","0,119125",Kordopatis2023,2023A&A...669A.104K,0,"3,73428","2,025935",Kordopatis2023,2023A&A...669A.104K,null,"8,414991","17,112801","5,22919E+17","6,688361","20,514961","5,22919E+17",0,0,null,null,null,null,null,null,0,null
GAIA DR3 525862056127396736,"15,345068","65,8732542","15,34659558","65,87309119",null,"5,25862E+17","5,25862E+17",null,2MASS J01012278+6552234,null,null,HD   5850B,gaia dr3,"140,4920919","0,02315155976","-36,67446753","0,02424680255",GaiaDR3,2023A&A...674A...1G,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"7,162","9,998",GCNS,2021A&A...649A...6G,"6,648","0,049",GCNS,2021A&A...649A...6G,"6,613","0,026",GCNS,2021A&A...649A...6G,"10,77002846",null,"11,55967617","0,003072161728",gaia_dr3,2023A&A...674A...1G,"12,04586792","0,03772284982","10,40809345","0,02227459584","23,8057986","0,02443540841",GaiaDR3,2023A&A...674A...1G,"41,96009827","0,03659820557",bj2021,2021AJ....161..147B,0,null,null,0,2975,"354,5",gspspec,2023A&A...674A...1G,null,null,null,null,"4,949999809","1,025000095",gspspec,2023A&A...674A...1G,"-3,039999962","0,844999969",gspspec [M/H],2023A&A...674A...1G,null,null,null,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,"3,574442","8,095494","5,25862E+17","3,574442","8,095494","5,25862E+17",0,0,null,null,null,null,null,null,0,null
GAIA DR3 576970105361183616,"134,7593805","1,864679","134,7591938","1,864352733",null,"5,7697E+17","5,7697E+17",null,2MASS J08590224+0151533,213-73-1,WDS J08590+0152A,BD+02  2116A,gaia dr3,"-41,97687693","0,0303184744","-73,41577894","0,01863617636",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"12,02","0,19",Simbad 2002A&A...384..180F,2002A&A...384..180F,"10,51","0,05",Simbad 2002A&A...384..180F,2002A&A...384..180F,null,null,null,null,null,null,null,null,"7,969","0,02",GCNS,2021A&A...649A...6G,"7,374","0,026",GCNS,2021A&A...649A...6G,"7,191","0,029",GCNS,2021A&A...649A...6G,"9,490325615",null,"10,29863262","0,002798268532",gaia_dr3,2023A&A...674A...1G,"10,946455","0,004561106629","9,259695053","0,0201088835","23,37487661","0,02746854164",GaiaDR3,2023A&A...674A...1G,"42,72486496","0,04271697998",bj2021,2021AJ....161..147B,0,null,null,0,4477,38,gspspec,2023A&A...674A...1G,"4,716970434","0,05496108676",calculated_from_M_and_R,Calculated Value,"5,070000172","0,08000016212",gspspec,2023A&A...674A...1G,"0,01999999955","0,1099999975",gspspec [M/H],2023A&A...674A...1G,"-0,8737038535","0,02152645234",calc_from_gaia,Calculated Value,"0,6078921418","0,01826088158",calc_from_L_and_Teff,Calculated Value,"0,7023536846","0,07822980201",TIC_teff_mass_relation,Calculated Value,1,null,null,null,null,null,"1,739426","10,987988","5,7697E+17","1,739426","10,987988","5,7697E+17",1,1,A,"1,8","1,2",null,null,null,0,null
GAIA DR3 577542877903588480,"136,0627575","3,0263801","136,063028","3,025976652",270533822,"5,77543E+17","5,77543E+17",44520,2MASS J09041506+0301348,229-1999-1,WDS J09042+0301A,HD  77712,gaia dr3,"60,77412571","0,3103970289","-90,77122049","0,2487621605",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"9,78","0,03",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,"8,93","0,02",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,null,null,null,null,null,null,null,null,"7,471","0,02",GCNS,2021A&A...649A...6G,"7,146","0,038",GCNS,2021A&A...649A...6G,"6,998","0,016",GCNS,2021A&A...649A...6G,"8,190344066",null,"8,703942299","0,00276013852",gaia_dr3,2023A&A...674A...1G,"9,115589142","0,002814701557","8,123999596","0,003792616807","20,49527578","0,2841573954",GaiaDR3,2023A&A...674A...1G,"48,72817993","0,6051883698",bj2021,2021AJ....161..147B,0,K1/2(V),1999MSS...C05....0H,1,5301,35,Pastel,2022A&A...663A...4S,"4,470519091","0,05435451602",calculated_from_M_and_R,Calculated Value,"4,5","0,1",Pastel,2022A&A...663A...4S,"0,24","0,05",Pastel,2022A&A...663A...4S,"-0,2205562298","0,01164172789",gaia_dr3_flame,2023A&A...674A...1G,"0,9197269692","0,01730492212",calc_from_L_and_Teff,Calculated Value,"0,9115265152","0,1088041194",TIC_teff_mass_relation,Calculated Value,0,null,null,null,null,null,"7,308142","20,613111","5,77543E+17","7,308142","20,613111","5,77543E+17",1,1,A,"32,3","0,31",null,null,null,0,null
GAIA DR3 625571989641269120,"154,7943511","20,5633666","154,7936001","20,56331713",null,"6,25572E+17","6,25572E+17",null,2MASS J10191067+2033484,null,WDS J10192+2034A,HD  89376A,gaia dr3,"-158,2052693","0,2028746158","-11,13423853","0,1784295589",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"10,29","0,04",Simbad 2002A&A...384..180F,2002A&A...384..180F,"9,29","0,02",Simbad 2002A&A...384..180F,2002A&A...384..180F,null,null,null,null,null,null,null,null,"7,12","0,026",GCNS,2021A&A...649A...6G,"6,681","0,017",GCNS,2021A&A...649A...6G,"6,573","0,024",GCNS,2021A&A...649A...6G,"8,374090101",null,"8,95676899","0,003023407887",gaia_dr3,2023A&A...674A...1G,"9,082946777","0,005711177276","7,941726685","0,005492832854","20,23497734","0,2094988972",GaiaDR3,2023A&A...674A...1G,"49,21800613","0,4169998169",bj2021,2021AJ....161..147B,0,null,null,0,5032,50,Pastel,2022A&A...663A...4S,"4,409171044","0,05980903345",calculated_from_M_and_R,Calculated Value,"4,46","0,12",Pastel,2022A&A...663A...4S,"-0,03","0,05",Pastel,2022A&A...663A...4S,"-0,2864788197","0,03005815509",calc_from_gaia,Calculated Value,"0,9460889501","0,03775458348",calc_from_L_and_Teff,Calculated Value,"0,8374663328","0,09398889991",TIC_teff_mass_relation,Calculated Value,1,null,null,null,null,null,"0,71064","9,800774","6,25572E+17","0,71064","9,800774","6,25572E+17",1,1,A,"0,7","0,68",null,null,null,0,null
GAIA DR3 633143119335924736,"142,7087594","18,2522757","142,7096208","18,25109124",286690681,"6,33143E+17","6,33143E+17",46662,2MASS J09305008+1815089,1406-544-1,null,BD+18  2213,gaia dr3,"184,0568066","0,2045698315","-266,5100514","0,1811900735",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"11,15",null,Simbad,,null,null,null,null,"9,5",null,Simbad 2003AJ....125..984M,2003AJ....125..984M,null,null,null,null,"8,017","0,034",GCNS,2021A&A...649A...6G,"7,502","0,029",GCNS,2021A&A...649A...6G,"7,364","0,031",GCNS,2021A&A...649A...6G,"9,018431213",null,"9,685994148","0,002764350489",gaia_dr3,2023A&A...674A...1G,"10,28116894","0,002826720624","8,945823669","0,003794269375","24,59618651","0,1689180881",GaiaDR3,2023A&A...674A...1G,"40,5165596","0,2798652649",bj2021,2021AJ....161..147B,0,K8,,0,4657,35,gspspec,2023A&A...674A...1G,"4,566390261","0,02688347587",calculated_from_M_and_R,Calculated Value,"4,489999771","0,05999994278",gspspec,2023A&A...674A...1G,"-0,5199999809","0,02000001073",gspspec [M/H],2023A&A...674A...1G,"-0,7037553779","0,02340349729",calc_from_gaia,Calculated Value,"0,6832230032","0,0210797144",calc_from_L_and_Teff,Calculated Value,"0,62726","0,003078",Kordopatis2023,2023A&A...669A.104K,0,"13,496248","0,033246",Kordopatis2023,2023A&A...669A.104K,null,null,null,null,null,null,null,0,1,null,null,null,null,null,null,0,null
GAIA DR3 644873877612476032,"144,1769747","24,3050375","144,1767605","24,30545117",330755009,"6,44874E+17","6,44874E+17",null,2MASS J09364246+2418181,1959-515-1,null,BD+24  2108,gaia dr3,"-43,92491133","0,0199875012","93,08693704","0,02293220162",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"10,7","0,05",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,"9,86","0,03",Simbad 2000A&A...355L..27H,2000A&A...355L..27H,null,null,null,null,null,null,null,null,"8,202","0,023",GCNS,2021A&A...649A...6G,"7,76","0,047",GCNS,2021A&A...649A...6G,"7,713","0,023",GCNS,2021A&A...649A...6G,"9,040764622",null,"9,583754539","0,002767576184",gaia_dr3,2023A&A...674A...1G,"10,02740383","0,002939703317","8,973007202","0,00382226015","20,00242111","0,0179142151",GaiaDR3,2023A&A...674A...1G,"49,91033173","0,04168701172",bj2021,2021AJ....161..147B,0,K0,,0,5085,21,gspspec,2023A&A...674A...1G,"4,678115737","0,05101191428",calculated_from_M_and_R,Calculated Value,"5,03000021","0,009999990463",gspspec,2023A&A...674A...1G,"-0,400000006","0,0150000006",gspspec [M/H],2023A&A...674A...1G,"-0,5297260974","0,01133535928",calc_from_gaia,Calculated Value,"0,7001767437","0,01081385501",calc_from_L_and_Teff,Calculated Value,"0,8520468454","0,0965582062",TIC_teff_mass_relation,Calculated Value,1,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null,null,0,null
GAIA DR3 650345086129592192,"123,6233956","13,1149149","123,622017","13,1141673",27654301,"6,50345E+17","6,50345E+17",null,2MASS J08142965+1306542,null,null,G  50-26,gaia dr3,"-302,1009017","0,37498492","-168,2217679","0,2686509192",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"13,9",null,Simbad 2003AJ....125..984M,2003AJ....125..984M,null,null,null,null,"12,127","0,05",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,null,null,null,null,"9,436","0,022",GCNS,2021A&A...649A...6G,"8,848","0,026",GCNS,2021A&A...649A...6G,"8,646","0,018",GCNS,2021A&A...649A...6G,"10,92064919",null,"11,86373711","0,003628181068",gaia_dr3,2023A&A...674A...1G,"12,79550934","0,002918964838","10,72883701","0,003806376186","24,50573965","0,3978157341",GaiaDR3,2023A&A...674A...1G,"40,81396866","0,6368236542",bj2021,2021AJ....161..147B,0,null,null,0,3440,"23,5",gspspec,2023A&A...674A...1G,"4,516896435","0,07484242552",calculated_from_M_and_R,Calculated Value,"4,53000021","0,1549999714",gspspec,2023A&A...674A...1G,"-0,7200000286","0,1800000072",gspspec [M/H],2023A&A...674A...1G,"-1,254785493","0,07320410094",calc_from_gaia,Calculated Value,"0,6639616771","0,05668879094",calc_from_L_and_Teff,Calculated Value,"0,528585","0,012275",Kordopatis2023,2023A&A...669A.104K,0,"4,100732","0,319005",Kordopatis2023,2023A&A...669A.104K,null,null,null,null,null,null,null,0,0,null,null,null,null,null,null,0,null
GAIA DR3 658643100382720384,"130,7945136","17,9622836","130,7932239","17,96167947",333871586,"6,58643E+17","6,58643E+17",null,2MASS J08431069+1757443,null,null,G  40-33,gaia dr3,"-276,0376773","0,5929871798","-135,9211125","0,4842036068",GaiaDR3,2023A&A...674A...1G,null,null,null,null,"13,86",null,Simbad 2001KFNT...17e.409K,2001KFNT...17e.409K,null,null,null,null,"12,247","0,07",Simbad 2012yCat.1322....0Z,2012yCat.1322....0Z,null,null,null,null,"9,449","0,027",GCNS,2021A&A...649A...6G,"8,832","0,03",GCNS,2021A&A...649A...6G,"8,547","0,018",GCNS,2021A&A...649A...6G,"10,85651211",null,"11,82827187","0,00279962998",gaia_dr3,2023A&A...674A...1G,"12,91679859","0,002854634218","10,76258755","0,003795111557","20,79087519","0,5299571157",GaiaDR3,2023A&A...674A...1G,"48,09422684","1,288589478",bj2021,2021AJ....161..147B,0,null,null,0,3570,"10,5",gspspec,2023A&A...674A...1G,"4,44320449","0,08263827398",calculated_from_M_and_R,Calculated Value,"4,71999979","0,03999996185",gspspec,2023A&A...674A...1G,"-0,5","0,02999998629",gspspec [M/H],2023A&A...674A...1G,"-1,1422784","0,08248001002",calc_from_gaia,Calculated Value,"0,7017412601","0,06676411392",calc_from_L_and_Teff,Calculated Value,"0,4983","0,000188",Kordopatis2023,2023A&A...669A.104K,0,"0,101625","0,000003",Kordopatis2023,2023A&A...669A.104K,null,null,null,null,null,null,null,0,0,null,null,null,null,null,null,0,null
